name,duration,release_date,album_name,explicit,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,primary_emotion,emotion_confidence,happy_score,sad_score,energetic_score,relaxed_score,melancholic_score,triumphant_score,ethereal_score
Lost?,222.053,2008-05-26,Viva La Vida or Death and All His Friends,False,23,0.95,0.492,0.311,0.00139,0.105,-12.016,0.0258,80.549,4,0.245,sad,0.7425758333333333,0.2574241666666667,0.7425758333333333,0.24849666666666667,0.6421275000000001,0.5925758333333333,0.25664833333333337,0.7327
Square One,287.634,2005-06-07,X&Y,False,54,0.00674,0.451,0.679,0.00136,0.164,-6.884,0.0319,124.169,4,0.0602,sad,0.7067058333333333,0.2932941666666667,0.7067058333333333,0.5594166666666668,0.3121175,0.6641058333333333,0.40262833333333337,0.18763
What If,298.519,2005-06-07,X&Y,False,58,0.313,0.304,0.502,0.0011,0.138,-6.707,0.035,136.779,4,0.204,sad,0.6630175,0.33698249999999996,0.6630175,0.52733,0.3978525,0.5142175,0.410365,0.36510000000000004
White Shadows,328.219,2005-06-07,X&Y,False,54,0.00521,0.491,0.783,0.0361,0.0951,-8.997,0.0484,127.437,4,0.26,energetic,0.64229,0.44709750000000004,0.5529025,0.64229,0.2919075,0.5727025,0.529595,0.11570499999999999
Fix You,295.533,2005-06-07,X&Y,False,85,0.164,0.209,0.417,0.00196,0.113,-8.74,0.0338,138.178,4,0.124,sad,0.7353516666666666,0.2646483333333333,0.7353516666666666,0.4814933333333334,0.420855,0.5853516666666667,0.34669666666666665,0.33209999999999995
Talk,311.291,2005-06-07,X&Y,False,66,0.00541,0.415,0.554,0.00202,0.155,-10.839,0.0334,120.318,4,0.163,sad,0.6857349999999999,0.314265,0.6857349999999999,0.49436,0.404805,0.568135,0.38733000000000006,0.203905
X&Y,274.175,2005-06-07,X&Y,False,56,0.563,0.225,0.561,0.00987,0.366,-6.813,0.0352,153.24,4,0.0818,sad,0.70492,0.29508,0.70492,0.59948,0.30276,0.5915199999999999,0.41252,0.49683999999999995
Speed of Sound,287.906,2005-06-07,X&Y,False,75,0.00488,0.514,0.898,0.0345,0.0746,-6.765,0.0577,123.067,4,0.353,energetic,0.6945233333333333,0.5337558333333333,0.4662441666666667,0.6945233333333333,0.2639325,0.5550441666666668,0.6055116666666667,0.062439999999999996
A Message,285.345,2005-06-07,X&Y,False,65,0.327,0.566,0.459,0.000253,0.202,-9.488,0.0289,116.916,4,0.151,sad,0.72427,0.27573000000000003,0.72427,0.43432000000000004,0.45841,0.57427,0.33886000000000005,0.39559999999999995
Low,332.104,2005-06-07,X&Y,False,52,0.0224,0.466,0.882,0.0264,0.342,-8.962,0.0442,132.086,4,0.502,energetic,0.7314866666666667,0.6258716666666666,0.37412833333333334,0.7314866666666667,0.27918499999999996,0.45332833333333333,0.6737433333333334,0.04699999999999999
The Hardest Part,262.88,2005-06-07,X&Y,False,66,0.0228,0.5,0.844,0.00398,0.455,-5.883,0.0368,123.721,4,0.445,energetic,0.6789033333333334,0.5733008333333334,0.42669916666666663,0.6789033333333334,0.3076975,0.4830991666666666,0.6218016666666668,0.06920000000000001
Swallowed in the Sea,239.001,2005-06-07,X&Y,False,58,0.0557,0.265,0.378,1.29e-06,0.119,-10.823,0.0316,142.1,4,0.153,sad,0.7263833333333333,0.2736166666666667,0.7263833333333333,0.47796666666666665,0.43635,0.5763833333333332,0.34923333333333334,0.28385
Twisted Logic,271.86,2005-06-07,X&Y,False,49,0.0267,0.194,0.464,0.0736,0.314,-6.895,0.0322,160.359,3,0.053,sad,0.7453674999999998,0.2546325,0.7453674999999998,0.5718300000000001,0.3277025,0.5953674999999999,0.37406500000000004,0.26355
Til Kingdom Come,250.668,2005-06-07,X&Y,False,62,0.61,0.607,0.395,0.00768,0.33,-9.593,0.0287,115.068,4,0.274,sad,0.67121,0.32879,0.67121,0.40846,0.5196299999999999,0.52121,0.35938000000000003,0.5317
Politik - Live in Sydney,396.466,2003-11-01,Live 2003,False,40,0.242,0.159,0.585,0.254,0.965,-6.741,0.0333,170.961,3,0.0606,sad,0.6956724999999999,0.30432750000000003,0.6956724999999999,0.6684300000000001,0.24221749999999997,0.5966724999999999,0.443175,0.33338
God Put a Smile upon Your Face - Live in Sydney,296.76,2003-11-01,Live 2003,False,37,0.0333,0.461,0.662,0.00175,0.981,-7.211,0.0326,126.452,4,0.183,sad,0.6362233333333333,0.3637766666666667,0.6362233333333333,0.5708066666666667,0.33947,0.5834233333333333,0.44875333333333334,0.18145
A Rush of Blood to the Head - Live in Sydney,410.773,2003-11-01,Live 2003,False,38,0.227,0.213,0.526,0.00218,0.36,-8.018,0.0319,137.834,4,0.0621,sad,0.7400783333333332,0.2599216666666667,0.7400783333333332,0.5286566666666668,0.35483499999999996,0.6056783333333333,0.3649633333333334,0.34328
One I Love - Live in Sydney,308.426,2003-11-01,Live 2003,False,36,0.0168,0.401,0.883,0.0318,0.831,-6.508,0.0459,133.914,4,0.291,energetic,0.71698,0.501095,0.4989050000000001,0.71698,0.231915,0.578705,0.59279,0.0853
See You Soon - Live in Sydney,209.106,2003-11-01,Live 2003,False,40,0.95,0.351,0.343,0.000258,0.936,-13.219,0.0369,77.392,4,0.131,sad,0.8040066666666665,0.19599333333333332,0.8040066666666665,0.24257333333333334,0.61122,0.6540066666666666,0.21858666666666668,0.7458999999999999
Shiver - Live in Sydney,325.733,2003-11-01,Live 2003,False,36,0.0296,0.255,0.686,1.08e-05,0.948,-6.532,0.0399,115.075,3,0.137,sad,0.6661041666666665,0.3338958333333334,0.6661041666666665,0.5402833333333334,0.3467125,0.6277041666666665,0.4209916666666667,0.18159999999999998
Everything's Not Lost - Live in Sydney,527.826,2003-11-01,Live 2003,False,37,0.65,0.282,0.424,0.107,0.987,-9.012,0.0279,135.875,4,0.0505,sad,0.7792708333333332,0.22072916666666664,0.7792708333333332,0.46996666666666664,0.4084125,0.6292708333333333,0.3162583333333333,0.5877
Moses - Live in Sydney,329.173,2003-11-01,Live 2003,False,40,0.45,0.461,0.619,0.272,0.923,-7.471,0.0284,128.958,4,0.164,sad,0.6584349999999999,0.341565,0.6584349999999999,0.55576,0.35090499999999997,0.5798349999999999,0.42813,0.4065
Yellow - Live in Sydney,336.666,2003-11-01,Live 2003,False,42,0.0458,0.265,0.674,0.000141,0.724,-7.48,0.0324,171.366,4,0.187,energetic,0.7269200000000001,0.40720500000000004,0.5927949999999998,0.7269200000000001,0.22198499999999993,0.5471949999999999,0.5300100000000001,0.1833
Clocks - Live in Sydney,332.426,2003-11-01,Live 2003,False,40,0.608,0.493,0.727,0.0206,0.376,-6.857,0.0324,130.794,4,0.114,sad,0.6545049999999999,0.345495,0.6545049999999999,0.61088,0.282315,0.6407049999999999,0.45439000000000007,0.4631
In My Place - Live in Sydney,253.106,2003-11-01,Live 2003,False,38,0.00772,0.202,0.673,0.000232,0.926,-7.075,0.036,143.656,4,0.136,sad,0.6467866666666666,0.3532133333333333,0.6467866666666666,0.6289533333333335,0.28156,0.6005866666666667,0.4630266666666667,0.17475999999999997
Amsterdam - Live in Sydney,320.16,2003-11-01,Live 2003,False,37,0.724,0.304,0.234,9.23e-05,0.929,-10.728,0.0286,77.121,3,0.0725,sad,0.8720325,0.12796749999999998,0.8720325,0.18132,0.6546974999999999,0.7220325,0.15113500000000002,0.6773
Politik,318.626,2002-08-08,A Rush of Blood to the Head,False,67,0.0364,0.262,0.482,0.000189,0.11,-7.75,0.0294,170.968,4,0.063,sad,0.7251266666666667,0.2748733333333333,0.7251266666666667,0.6171933333333333,0.29418,0.5751266666666667,0.4029466666666667,0.261
In My Place,226.68,2002-08-08,A Rush of Blood to the Head,False,77,0.0553,0.424,0.588,4.95e-06,0.298,-5.455,0.0278,144.636,4,0.193,sad,0.63727,0.36272999999999994,0.63727,0.59542,0.3330100000000001,0.5400699999999999,0.45346,0.21265
God Put a Smile upon Your Face,297.306,2002-08-08,A Rush of Blood to the Head,False,68,0.175,0.611,0.556,7.14e-05,0.0359,-5.761,0.0288,126.532,4,0.252,sad,0.6265566666666667,0.37344333333333335,0.6265566666666667,0.5249733333333334,0.40606999999999993,0.5101566666666667,0.43408666666666673,0.2703
The Scientist,309.6,2002-08-08,A Rush of Blood to the Head,False,87,0.731,0.557,0.442,1.46e-05,0.11,-7.224,0.0243,146.277,4,0.213,sad,0.6677025000000001,0.33229749999999997,0.6677025000000001,0.52989,0.4059075000000001,0.5177025000000001,0.405795,0.5903
Clocks,307.879,2002-08-08,A Rush of Blood to the Head,False,84,0.599,0.577,0.749,0.0115,0.183,-7.215,0.0279,130.97,4,0.255,energetic,0.6365666666666666,0.4368416666666667,0.5631583333333333,0.6365666666666666,0.299075,0.5625583333333334,0.5198833333333335,0.42379999999999995
Daylight,327.8,2002-08-08,A Rush of Blood to the Head,False,56,0.00976,0.453,0.571,0.518,0.0846,-6.117,0.0314,132.787,4,0.189,sad,0.6546441666666666,0.3453558333333333,0.6546441666666666,0.5470233333333334,0.3703325,0.5472441666666665,0.4253116666666667,0.19578
Green Eyes,223.04,2002-08-08,A Rush of Blood to the Head,False,68,0.539,0.607,0.405,6.7e-06,0.231,-8.607,0.0265,129.543,4,0.233,sad,0.6807475000000001,0.3192525,0.6807475000000001,0.4576100000000001,0.4702424999999999,0.5307474999999999,0.3711050000000001,0.5014000000000001
Warning Sign,331.133,2002-08-08,A Rush of Blood to the Head,False,64,0.0942,0.532,0.433,0.0121,0.142,-9.423,0.0278,140.666,4,0.0395,sad,0.7791783333333333,0.22082166666666664,0.7791783333333333,0.48933666666666664,0.389735,0.6291783333333334,0.32344333333333336,0.3093
A Whisper,238.333,2002-08-08,A Rush of Blood to the Head,False,61,0.586,0.277,0.797,0.341,0.221,-5.66,0.0385,177.004,3,0.26,energetic,0.8145133333333334,0.49260333333333334,0.5073966666666667,0.8145133333333334,0.16099,0.5355966666666667,0.6178066666666667,0.4019
A Rush of Blood to the Head,351.4,2002-08-08,A Rush of Blood to the Head,False,60,0.156,0.525,0.472,4.39e-06,0.29,-8.018,0.0255,138.39,4,0.116,sad,0.723475,0.27652499999999997,0.723475,0.5089,0.39122500000000004,0.573475,0.36585,0.31320000000000003
Amsterdam,319.36,2002-08-08,A Rush of Blood to the Head,False,59,0.836,0.269,0.176,0.0343,0.122,-10.463,0.0296,78.861,4,0.105,sad,0.8684825,0.13151749999999998,0.8684825,0.16137,0.6858475,0.7184825,0.14383500000000002,0.7442
Don't Panic,136.866,2000-07-10,Parachutes,False,73,0.206,0.602,0.612,0.00607,0.107,-8.409,0.0335,122.062,4,0.453,energetic,0.5581733333333333,0.5071183333333333,0.4928816666666666,0.5581733333333333,0.429445,0.4100816666666666,0.5294366666666668,0.22879999999999998
Shiver,304.2,2000-07-10,Parachutes,False,70,0.0334,0.396,0.803,0.0,0.0688,-6.186,0.0487,116.705,3,0.286,energetic,0.6191166666666666,0.45975416666666663,0.5402458333333333,0.6191166666666666,0.3139375,0.5720458333333334,0.5301083333333334,0.11859999999999998
Spies,318.773,2000-07-10,Parachutes,False,61,0.0236,0.309,0.673,0.000144,0.0635,-5.524,0.0319,147.599,4,0.0732,sad,0.6811808333333332,0.31881916666666665,0.6811808333333332,0.6358166666666667,0.2591425,0.6349808333333333,0.4444783333333334,0.19526
Sparks,227.093,2000-07-10,Parachutes,False,87,0.748,0.371,0.268,0.0517,0.104,-10.506,0.0281,102.617,3,0.165,sad,0.7850858333333334,0.21491416666666668,0.7850858333333334,0.29255666666666674,0.5924575,0.6350858333333333,0.24422833333333338,0.6606
Yellow,266.773,2000-07-10,Parachutes,False,91,0.00239,0.429,0.661,0.000121,0.234,-7.227,0.0281,173.372,4,0.285,energetic,0.7369066666666667,0.4637766666666666,0.5362233333333334,0.7369066666666667,0.24306999999999995,0.4828233333333334,0.5673533333333334,0.145895
Trouble,273.426,2000-07-10,Parachutes,False,75,0.189,0.565,0.546,0.0015,0.17,-7.496,0.0314,139.757,4,0.195,sad,0.6527358333333333,0.34726416666666665,0.6527358333333333,0.5583566666666667,0.3666075,0.5303358333333333,0.4293283333333334,0.29169999999999996
Parachutes,46.2,2000-07-10,Parachutes,False,62,0.871,0.555,0.0845,2.27e-06,0.138,-18.348,0.0518,137.001,4,0.375,ethereal,0.7351500000000001,0.31451749999999995,0.6854825000000001,0.33642000000000005,0.6402475000000001,0.5354825,0.31213500000000005,0.7351500000000001
High Speed,256.466,2000-07-10,Parachutes,False,65,0.396,0.495,0.525,0.00736,0.0961,-9.342,0.0301,154.466,4,0.249,sad,0.6143783333333332,0.3856216666666667,0.6143783333333332,0.6022866666666667,0.351135,0.47937833333333335,0.4670433333333334,0.39070000000000005
We Never Change,249.4,2000-07-10,Parachutes,False,65,0.535,0.433,0.288,0.000169,0.105,-10.801,0.0296,136.939,3,0.131,sad,0.7708841666666667,0.2291158333333333,0.7708841666666667,0.4135633333333333,0.4898525,0.6208841666666667,0.29583166666666666,0.5549
Everything's Not Lost - Includes Hidden Track 'Life Is For Living',436.44,2000-07-10,Parachutes,False,61,0.104,0.374,0.456,0.000176,0.197,-7.35,0.0368,135.643,4,0.0763,sad,0.7543841666666666,0.24561583333333337,0.7543841666666666,0.4877733333333334,0.3981525,0.6043841666666666,0.3389916666666667,0.29994
